x,y,z,visibility,presence,hand
0.8682472109794617,0.529194712638855,-4.627575549420726e-07,0.0,0.0,0
0.8238438367843628,0.537004292011261,-0.041586387902498245,0.0,0.0,0
0.7857352495193481,0.5200355648994446,-0.07096665352582932,0.0,0.0,0
0.7857859134674072,0.5140548944473267,-0.0928633064031601,0.0,0.0,0
0.811916708946228,0.5077784657478333,-0.10961420834064484,0.0,0.0,0
0.8280525803565979,0.41275712847709656,-0.07279838621616364,0.0,0.0,0
0.8376495838165283,0.5090044140815735,-0.09735914319753647,0.0,0.0,0
0.8319419622421265,0.5539677143096924,-0.10358988493680954,0.0,0.0,0
0.826416552066803,0.5431263446807861,-0.1087840124964714,0.0,0.0,0
0.8712358474731445,0.40503016114234924,-0.06509747356176376,0.0,0.0,0
0.8715723156929016,0.5383614301681519,-0.08778992295265198,0.0,0.0,0
0.8607540130615234,0.5769217014312744,-0.08834008127450943,0.0,0.0,0
0.8574119210243225,0.5540585517883301,-0.09098844230175018,0.0,0.0,0
0.9076602458953857,0.4201473295688629,-0.05906952917575836,0.0,0.0,0
0.9047788977622986,0.5456526875495911,-0.08171448856592178,0.0,0.0,0
0.8898684978485107,0.5757675170898438,-0.07493504881858826,0.0,0.0,0
0.8831252455711365,0.553444504737854,-0.07098249346017838,0.0,0.0,0
0.9365244507789612,0.4437404274940491,-0.05693434178829193,0.0,0.0,0
0.9360910654067993,0.5352075099945068,-0.07754448056221008,0.0,0.0,0
0.9223616123199463,0.562969446182251,-0.07812035083770752,0.0,0.0,0
0.9138023853302002,0.5475393533706665,-0.0768304094672203,0.0,0.0,0
