x,y,z,visibility,presence,hand
-0.03511880338191986,0.02939843013882637,0.0838991329073906,0.0,0.0,0
-0.0032283784821629524,0.03615378588438034,0.052663564682006836,0.0,0.0,0
0.017227567732334137,0.03699366748332977,0.028345750644803047,0.0,0.0,0
0.02635800652205944,0.03086906671524048,-0.004922979045659304,0.0,0.0,0
0.030138719826936722,0.007808326743543148,-0.03259161114692688,0.0,0.0,0
0.018112657591700554,0.0038871904835104942,-0.0050256745889782906,0.0,0.0,0
0.013214431703090668,0.010918192565441132,-0.021655751392245293,0.0,0.0,0
0.012251829728484154,0.025255177170038223,-0.008955762721598148,0.0,0.0,0
0.009282458573579788,0.024063700810074806,0.008285530842840672,0.0,0.0,0
0.0024851812049746513,-0.00538179837167263,-0.001435180427506566,0.0,0.0,0
0.006491974461823702,0.01100834459066391,-0.01761692203581333,0.0,0.0,0
0.003617281559854746,0.023880554363131523,-0.004777651745826006,0.0,0.0,0
0.006939485669136047,0.013406132347881794,0.02327282354235649,0.0,0.0,0
-0.011470034718513489,-0.0034623020328581333,0.0017134944209828973,0.0,0.0,0
-0.010410651564598083,0.010726990178227425,-0.008406716398894787,0.0,0.0,0
-0.012808877043426037,0.02717885747551918,0.006774023175239563,0.0,0.0,0
-0.006770290434360504,0.018830154091119766,0.027960699051618576,0.0,0.0,0
-0.028584260493516922,-0.0002829544246196747,0.01605343259871006,0.0,0.0,0
-0.02520441636443138,0.009807364083826542,0.0024926597252488136,0.0,0.0,0
-0.023811735212802887,0.023328043520450592,0.015501491725444794,0.0,0.0,0
-0.02409045584499836,0.019172612577676773,0.02714550495147705,0.0,0.0,0
