x,y,z,visibility,presence,hand
-0.03072996437549591,0.09075301885604858,-0.014552759937942028,0.0,0.0,0
0.006109666079282761,0.07429177314043045,-0.021302232518792152,0.0,0.0,0
0.03402175381779671,0.05571482703089714,-0.030313143506646156,0.0,0.0,0
0.05244763195514679,0.025055430829524994,-0.03337136283516884,0.0,0.0,0
0.06493141502141953,-0.00659828819334507,-0.0295041985809803,0.0,0.0,0
0.028055455535650253,0.004270883277058601,0.0023561473935842514,0.0,0.0,0
0.036809295415878296,-0.024408981204032898,-0.0008524727309122682,0.0,0.0,0
0.04096676781773567,-0.05026421323418617,-0.008397254161536694,0.0,0.0,0
0.04327330365777016,-0.06489124894142151,-0.033639125525951385,0.0,0.0,0
0.00233130669221282,-0.004611691925674677,0.0073213293217122555,0.0,0.0,0
0.015907935798168182,-0.04076782241463661,-0.0005103801959194243,0.0,0.0,0
0.023905068635940552,-0.06271891295909882,-0.01830326020717621,0.0,0.0,0
0.030925603583455086,-0.0791085883975029,-0.04257207736372948,0.0,0.0,0
-0.017857398837804794,-0.005294026341289282,-0.0008714363793842494,0.0,0.0,0
-0.005072695203125477,-0.03457482531666756,-0.010898999869823456,0.0,0.0,0
0.004359615966677666,-0.05438029393553734,-0.02877967432141304,0.0,0.0,0
0.010674171149730682,-0.06997475028038025,-0.05038489028811455,0.0,0.0,0
-0.0400354340672493,0.0045747775584459305,-0.00875219888985157,0.0,0.0,0
-0.035852205008268356,-0.01774458959698677,-0.013626518659293652,0.0,0.0,0
-0.028609903529286385,-0.037668511271476746,-0.027695972472429276,0.0,0.0,0
-0.02528407797217369,-0.05404718965291977,-0.03903757408261299,0.0,0.0,0
0.012775104492902756,0.09571555256843567,-0.0279279425740242,0.0,0.0,1
-0.01621045544743538,0.07370055466890335,-0.0249338336288929,0.0,0.0,1
-0.030574247241020203,0.04911726340651512,-0.019086677581071854,0.0,0.0,1
-0.04796333983540535,0.017308779060840607,-0.009562117047607899,0.0,0.0,1
-0.05903167650103569,-0.01216599065810442,0.003707491559907794,0.0,0.0,1
-0.026828628033399582,-0.0019579678773880005,0.010919911786913872,0.0,0.0,1
-0.02666933462023735,-0.03142620995640755,0.00708774384111166,0.0,0.0,1
-0.02793537825345993,-0.054839372634887695,-0.0013543602544814348,0.0,0.0,1
-0.03144869580864906,-0.07156176120042801,-0.026432743296027184,0.0,0.0,1
-0.004823101218789816,-0.004267743322998285,0.008834217675030231,0.0,0.0,1
-0.00830899365246296,-0.044252969324588776,-0.003612042870372534,0.0,0.0,1
-0.015166672877967358,-0.06476888060569763,-0.020304663106799126,0.0,0.0,1
-0.017028504982590675,-0.08266404271125793,-0.035107024013996124,0.0,0.0,1
0.015953587368130684,-0.00254036788828671,-0.00617379043251276,0.0,0.0,1
0.011593572795391083,-0.03438568115234375,-0.01837976835668087,0.0,0.0,1
0.0055605750530958176,-0.053990866988897324,-0.03414779528975487,0.0,0.0,1
-0.0020978208631277084,-0.07099795341491699,-0.05088318511843681,0.0,0.0,1
0.03103640303015709,0.012805242091417313,-0.020203007385134697,0.0,0.0,1
0.03272668272256851,-0.012138324789702892,-0.026981335133314133,0.0,0.0,1
0.027770167216658592,-0.03575211763381958,-0.03848837688565254,0.0,0.0,1
0.01857767440378666,-0.05136888474225998,-0.04919781535863876,0.0,0.0,1
