x,y,z,visibility,presence,hand
0.003163166344165802,0.09369117021560669,-0.017541060224175453,0.0,0.0,0
-0.02474633790552616,0.07153590023517609,-0.021644234657287598,0.0,0.0,0
-0.03804048150777817,0.04625294730067253,-0.02586432546377182,0.0,0.0,0
-0.053924255073070526,0.013505082577466965,-0.023873526602983475,0.0,0.0,0
-0.06020684540271759,-0.017684683203697205,-0.018576011061668396,0.0,0.0,0
-0.028574086725711823,-0.0025218771770596504,0.0055488888174295425,0.0,0.0,0
-0.0259646475315094,-0.031664568930864334,-0.0024293556343764067,0.0,0.0,0
-0.024897396564483643,-0.05125807225704193,-0.014657116495072842,0.0,0.0,0
-0.024401163682341576,-0.06511162221431732,-0.04429436847567558,0.0,0.0,0
-0.0054298038594424725,-0.005438842345029116,0.008049999363720417,0.0,0.0,0
-0.0018352828919887543,-0.04339258372783661,-0.007304805796593428,0.0,0.0,0
-0.003719909116625786,-0.06159611791372299,-0.028332024812698364,0.0,0.0,0
-0.0036176368594169617,-0.07641590386629105,-0.047944702208042145,0.0,0.0,0
0.01826295629143715,-0.0016667870804667473,-0.0024133918341249228,0.0,0.0,0
0.020404571667313576,-0.0326695553958416,-0.01564948819577694,0.0,0.0,0
0.018686171621084213,-0.05099762603640556,-0.03308785706758499,0.0,0.0,0
0.015178986825048923,-0.06813425570726395,-0.05310506001114845,0.0,0.0,0
0.032213836908340454,0.015373291447758675,-0.01206966768950224,0.0,0.0,0
0.04224124178290367,-0.009649989195168018,-0.017879420891404152,0.0,0.0,0
0.04480987787246704,-0.030835190787911415,-0.029815128073096275,0.0,0.0,0
0.04105152562260628,-0.04836883768439293,-0.042458679527044296,0.0,0.0,0
