x,y,z,visibility,presence,hand
-0.03815426677465439,-0.015231253579258919,0.08156654983758926,0.0,0.0,0
-0.03344741091132164,0.004134735092520714,0.05892126262187958,0.0,0.0,0
-0.030840042978525162,0.023157889023423195,0.04839962348341942,0.0,0.0,0
-0.026116658002138138,0.03931494057178497,0.039351075887680054,0.0,0.0,0
-0.0006465911865234375,0.06773027032613754,0.023065226152539253,0.0,0.0,0
-0.007770538330078125,0.016016829758882523,0.00481006596237421,0.0,0.0,0
-0.007585935760289431,0.012694436125457287,-0.0016978480853140354,0.0,0.0,0
-0.010210915468633175,0.008087665773928165,0.02780202589929104,0.0,0.0,0
-0.006763249170035124,-0.00211353856138885,0.053201306611299515,0.0,0.0,0
0.0021090181544423103,0.00014335877494886518,0.000275989732472226,0.0,0.0,0
0.0014064786955714226,0.007987314835190773,-0.0035685484763234854,0.0,0.0,0
-0.003050912171602249,0.002996595809236169,0.017965076491236687,0.0,0.0,0
0.011505589820444584,-0.0037280567921698093,0.03126904368400574,0.0,0.0,0
0.00877186469733715,-0.012315822765231133,-0.0012690986040979624,0.0,0.0,0
-0.0008611027151346207,-0.005996113643050194,-0.007054139394313097,0.0,0.0,0
-0.006488212384283543,-0.016874540597200394,0.01779436133801937,0.0,0.0,0
7.140077650547028e-05,-0.016256751492619514,0.03152243420481682,0.0,0.0,0
0.004998230375349522,-0.033281758427619934,-0.0029761220794171095,0.0,0.0,0
0.0034835590049624443,-0.026544218882918358,-0.004153405781835318,0.0,0.0,0
-0.0048491498455405235,-0.0276261605322361,0.011396774090826511,0.0,0.0,0
-0.0012789815664291382,-0.033766791224479675,0.02240341156721115,0.0,0.0,0
